Country_name,Province_State,Confirmed,Deaths
US,Nebraska,1703,15
US,Nebraska,1236,7
US,Nebraska,795,10
US,Nebraska,1481,15
US,Nebraska,970,11
US,Nebraska,3334,10
US,Nebraska,409,1
US,Nebraska,529,11
US,Nebraska,2322,10
US,Nebraska,1275,20
US,Nebraska,8621,50
US,Nebraska,1224,9
US,Nebraska,2320,15
US,Nebraska,1805,19
US,Nebraska,172,2
US,Nebraska,3799,2
US,Nebraska,49548,131
US,Nebraska,4995,16
US,Nebraska,9393,48
US,Nebraska,3364,32
US,Nebraska,995,10
US,Nebraska,584,4
US,Nebraska,66,0
US,Nebraska,745,11
US,Nebraska,1108,4
US,Nebraska,95,1
US,Nebraska,1778,11
US,Nebraska,4616,1796
US,Nebraska,745,2
US,Nebraska,4539,25
US,Nebraska,1818,7
US,Nebraska,709,7
US,Nebraska,127,0
US,Nebraska,3894,11
US,Nevada,14480,209
US,Nevada,6473,107
US,Nevada,514620,7653
US,Nevada,7960,88
US,Nevada,12342,135
US,Nevada,90,3
US,Nevada,309,0
US,Nevada,4509,53
US,Nevada,1189,20
US,Nevada,958,7
US,Nevada,10750,169
US,Nevada,960,17
US,Nevada,6960,235
US,Nevada,1416,29
US,Nevada,344,10
US,Nevada,0,0
US,Nevada,102747,1167
US,Nevada,1947,19
US,New Hampshire,13342,170
US,New Hampshire,9103,56
US,New Hampshire,14353,105
US,New Hampshire,6804,109
US,New Hampshire,17033,62
US,New Hampshire,96074,885
US,New Hampshire,31750,221
US,New Hampshire,65914,510
US,New Hampshire,28568,203
US,New Hampshire,9102,67
US,New Hampshire,7956,26
US,New Jersey,68044,986
US,New Jersey,220070,3411
US,New Jersey,101248,1187
US,New Jersey,124626,1776
US,New Jersey,21705,294
US,New Jersey,39255,590
US,New Jersey,210241,3583
US,New Jersey,69265,943
US,New Jersey,169302,2709
US,New Jersey,24240,269
US,New Jersey,75073,1252
US,New Jersey,190395,2850
US,New Jersey,162088,2155
US,New Jersey,117009,1521
US,New Jersey,160472,2897
US,New Jersey,143126,2318
US,New Jersey,14263,246
US,New Jersey,66765,962
US,New Jersey,33568,466
US,New Jersey,3274,0
US,New Jersey,143257,2348
US,New Jersey,23644,339
US,New Mexico,145682,1683
US,New Mexico,413,13
US,New Mexico,21301,302
US,New Mexico,6913,178
US,New Mexico,2415,64
US,New Mexico,12521,181
US,New Mexico,569,5
US,New Mexico,62525,716
US,New Mexico,16974,261
US,New Mexico,6597,78
US,New Mexico,1099,17
US,New Mexico,81,4
US,New Mexico,1085,13
US,New Mexico,19159,317
US,New Mexico,5167,64
US,New Mexico,2692,13
US,New Mexico,6677,119
US,New Mexico,25642,572
US,New Mexico,752,16
US,New Mexico,13293,180
US,New Mexico,1981,49
US,New Mexico,9690,126
US,New Mexico,4979,92
US,New Mexico,40433,731
US,New Mexico,5748,51
US,New Mexico,33176,389
US,New Mexico,27967,254
US,New Mexico,2019,70
US,New Mexico,3781,86
US,New Mexico,5276,89
US,New Mexico,2662,51
US,New Mexico,6701,0
US,New Mexico,779,15
US,New Mexico,18415,251
US,New York,58269,506
US,New York,8851,151
US,New York,405087,7702
US,New York,44636,508
US,New York,15281,218
US,New York,15739,144
US,New York,23410,293
US,New York,21095,228
US,New York,9191,118
US,New York,16467,84
US,New York,9935,140
US,New York,10353,114
US,New York,7595,68
US,New York,63417,651
US,New York,206530,2598
US,New York,5500,57
US,New York,9228,44
US,New York,12361,166
US,New York,13559,184
US,New York,8478,123
US,New York,846,5
US,New York,13596,189
US,New York,19741,131
US,New York,688014,12739
US,New York,6113,48
US,New York,11521,113
US,New York,12787,125
US,New York,149800,1543
US,New York,11731,199
US,New York,399571,3815
US,New York,405176,5410
US,New York,47403,566
US,New York,52458,781
US,New York,108353,1036
US,New York,19605,173
US,New York,108762,1104
US,New York,8543,113
US,New York,25259,182
US,New York,9723,88
US,New York,0,455
US,New York,23374,121
US,New York,636010,11783
US,New York,31026,245
US,New York,164514,2290
US,New York,91442,891
US,New York,45444,323
US,New York,32508,296
US,New York,4931,34
US,New York,3401,25
US,New York,5801,89
US,New York,20716,180
US,New York,19648,242
US,New York,423673,4353
US,New York,18249,128
US,New York,10561,82
US,New York,17730,82
US,New York,31028,360
US,New York,539,1
US,New York,13373,123
US,New York,11925,113
US,New York,16989,170
US,New York,247738,2693
US,New York,8240,82
US,New York,3329,39
US,North Carolina,46440,447
US,North Carolina,10368,133
US,North Carolina,2930,12
US,North Carolina,6512,96
US,North Carolina,6352,73
US,North Carolina,4418,42
US,North Carolina,12196,159
US,North Carolina,4216,66
US,North Carolina,9286,119
US,North Carolina,29531,306
US,North Carolina,51621,541
US,North Carolina,24828,302
US,North Carolina,55133,465
US,North Carolina,22063,296
US,North Carolina,1723,9
US,North Carolina,13995,85
US,North Carolina,5212,44
US,North Carolina,47385,556
US,North Carolina,12569,108
US,North Carolina,7082,115
US,North Carolina,4109,54
US,North Carolina,2619,39
US,North Carolina,29488,362
US,North Carolina,15856,265
US,North Carolina,23906,192
US,North Carolina,82477,558
US,North Carolina,4853,32
US,North Carolina,7337,23
US,North Carolina,42823,391
US,North Carolina,11068,90
US,North Carolina,16744,232
US,North Carolina,69647,298
US,North Carolina,13394,141
US,North Carolina,91667,775
US,North Carolina,20121,65
US,North Carolina,64840,785
US,North Carolina,1864,19
US,North Carolina,2266,30
US,North Carolina,14136,111
US,North Carolina,5759,56
US,North Carolina,115467,1129
US,North Carolina,13883,177
US,North Carolina,32326,317
US,North Carolina,12845,197
US,North Carolina,24667,287
US,North Carolina,4691,81
US,North Carolina,14530,103
US,North Carolina,1304,13
US,North Carolina,47991,440
US,North Carolina,9236,86
US,North Carolina,58574,427
US,North Carolina,2199,38
US,North Carolina,15837,139
US,North Carolina,15611,204
US,North Carolina,24139,158
US,North Carolina,7468,106
US,North Carolina,5041,79
US,North Carolina,6040,89
US,North Carolina,13471,164
US,North Carolina,276029,1552
US,North Carolina,3271,34
US,North Carolina,7244,126
US,North Carolina,24043,315
US,North Carolina,26834,292
US,North Carolina,49514,379
US,North Carolina,4304,82
US,North Carolina,51691,367
US,North Carolina,25687,123
US,North Carolina,2587,27
US,North Carolina,8336,111
US,North Carolina,15198,118
US,North Carolina,2738,18
US,North Carolina,9178,104
US,North Carolina,52202,153
US,North Carolina,3823,53
US,North Carolina,35294,398
US,North Carolina,12564,185
US,North Carolina,40299,521
US,North Carolina,21832,264
US,North Carolina,40927,563
US,North Carolina,17349,395
US,North Carolina,18631,165
US,North Carolina,9904,126
US,North Carolina,19354,250
US,North Carolina,11116,170
US,North Carolina,20914,328
US,North Carolina,3447,38
US,North Carolina,6089,69
US,North Carolina,974,8
US,North Carolina,20,0
US,North Carolina,61339,476
US,North Carolina,11794,112
US,North Carolina,287831,1036
US,North Carolina,4291,39
US,North Carolina,3004,50
US,North Carolina,12248,56
US,North Carolina,27962,381
US,North Carolina,17545,252
US,North Carolina,21424,301
US,North Carolina,10712,108
US,North Carolina,4906,51
US,North Dakota,597,10
US,North Dakota,2960,47
US,North Dakota,1963,22
US,North Dakota,142,1
US,North Dakota,1583,25
US,North Dakota,828,9
US,North Dakota,432,3
US,North Dakota,34843,302
US,North Dakota,58717,332
US,North Dakota,815,7
US,North Dakota,1480,39
US,North Dakota,455,4
US,North Dakota,1033,8
US,North Dakota,755,6
US,North Dakota,727,18
US,North Dakota,983,23
US,North Dakota,475,4
US,North Dakota,22046,125
US,North Dakota,453,11
US,North Dakota,569,2
US,North Dakota,829,8
US,North Dakota,503,13
US,North Dakota,991,20
US,North Dakota,434,12
US,North Dakota,1300,31
US,North Dakota,685,9
US,North Dakota,3251,25
US,North Dakota,2716,49
US,North Dakota,2552,24
US,North Dakota,11161,142
US,North Dakota,3219,36
US,North Dakota,757,18
US,North Dakota,326,5
US,North Dakota,1962,16
US,North Dakota,1059,32
US,North Dakota,3605,57
US,North Dakota,1485,28
US,North Dakota,548,15
US,North Dakota,4018,23
US,North Dakota,5929,42
US,North Dakota,1029,9
US,North Dakota,297,7
US,North Dakota,1332,19
US,North Dakota,61,0
US,North Dakota,11608,86
US,North Dakota,380,2
US,North Dakota,7018,97
US,North Dakota,634,12
US,North Dakota,2183,26
US,North Dakota,0,0
US,North Dakota,3334,34
US,North Dakota,20672,252
US,North Dakota,1009,11
US,North Dakota,10446,68
US,Northern Mariana Islands,10379,30
US,Ohio,6915,141
US,Ohio,27361,469
US,Ohio,11922,212
US,Ohio,19675,414
US,Ohio,14395,134
US,Ohio,11559,182
US,Ohio,15590,290
US,Ohio,11160,174
US,Ohio,91159,1116
US,Ohio,5247,122
US,Ohio,8692,144
US,Ohio,34890,559
US,Ohio,51090,535
US,Ohio,10287,161
US,Ohio,24304,475
US,Ohio,7929,154
US,Ohio,11138,207
US,Ohio,267224,3680
US,Ohio,12342,233
US,Ohio,10178,162
US,Ohio,43988,267
US,Ohio,19354,264
US,Ohio,38305,421
US,Ohio,7760,116
US,Ohio,287113,2510
US,Ohio,10299,176
US,Ohio,7446,121
US,Ohio,15944,261
US,Ohio,37377,502
US,Ohio,10418,150
US,Ohio,186524,2002
US,Ohio,17056,270
US,Ohio,7051,150
US,Ohio,3208,73
US,Ohio,6415,106
US,Ohio,10589,177
US,Ohio,6589,117
US,Ohio,5096,180
US,Ohio,14430,220
US,Ohio,8872,137
US,Ohio,14640,311
US,Ohio,13093,225
US,Ohio,48677,725
US,Ohio,17757,233
US,Ohio,41473,471
US,Ohio,10187,166
US,Ohio,66281,960
US,Ohio,99331,1375
US,Ohio,9631,126
US,Ohio,53186,1055
US,Ohio,19786,262
US,Ohio,39878,498
US,Ohio,4585,84
US,Ohio,9671,134
US,Ohio,25663,472
US,Ohio,3450,79
US,Ohio,126376,1955
US,Ohio,3258,55
US,Ohio,7727,102
US,Ohio,25206,291
US,Ohio,3197,55
US,Ohio,8439,136
US,Ohio,4594,74
US,Ohio,8248,123
US,Ohio,17440,221
US,Ohio,7438,113
US,Ohio,33964,441
US,Ohio,9434,195
US,Ohio,8432,153
US,Ohio,31415,498
US,Ohio,19159,292
US,Ohio,13856,230
US,Ohio,20531,245
US,Ohio,12717,223
US,Ohio,11026,186
US,Ohio,79539,1676
US,Ohio,111828,1676
US,Ohio,41334,918
US,Ohio,20540,486
US,Ohio,0,5
US,Ohio,15534,99
US,Ohio,6700,140
US,Ohio,2893,55
US,Ohio,57423,568
US,Ohio,12321,198
US,Ohio,23055,429
US,Ohio,8980,159
US,Ohio,31336,350
US,Ohio,5398,103
US,Oklahoma,7830,70
US,Oklahoma,1713,14
US,Oklahoma,3848,46
US,Oklahoma,959,10
US,Oklahoma,5906,104
US,Oklahoma,2418,38
US,Oklahoma,13534,127
US,Oklahoma,8208,156
US,Oklahoma,38944,371
US,Oklahoma,14162,223
US,Oklahoma,14494,143
US,Oklahoma,4055,59
US,Oklahoma,563,7
US,Oklahoma,78688,774
US,Oklahoma,1647,21
US,Oklahoma,31649,372
US,Oklahoma,1425,26
US,Oklahoma,4683,52
US,Oklahoma,18079,319
US,Oklahoma,7817,162
US,Oklahoma,11009,195
US,Oklahoma,1061,29
US,Oklahoma,767,7
US,Oklahoma,15131,272
US,Oklahoma,6990,134
US,Oklahoma,13652,235
US,Oklahoma,1028,14
US,Oklahoma,1284,30
US,Oklahoma,519,11
US,Oklahoma,706,12
US,Oklahoma,2776,39
US,Oklahoma,2548,58
US,Oklahoma,6541,100
US,Oklahoma,1289,25
US,Oklahoma,3024,52
US,Oklahoma,12204,209
US,Oklahoma,4153,64
US,Oklahoma,1942,50
US,Oklahoma,2268,34
US,Oklahoma,12367,105
US,Oklahoma,7810,129
US,Oklahoma,10725,156
US,Oklahoma,3082,36
US,Oklahoma,2446,40
US,Oklahoma,4584,40
US,Oklahoma,10224,155
US,Oklahoma,11549,128
US,Oklahoma,8015,160
US,Oklahoma,4885,118
US,Oklahoma,4152,69
US,Oklahoma,19865,323
US,Oklahoma,3022,36
US,Oklahoma,2776,36
US,Oklahoma,3514,59
US,Oklahoma,195855,2301
US,Oklahoma,9648,175
US,Oklahoma,10863,159
US,Oklahoma,9116,121
US,Oklahoma,0,0
US,Oklahoma,4087,83
US,Oklahoma,18175,157
US,Oklahoma,10748,199
US,Oklahoma,11934,131
US,Oklahoma,20520,263
US,Oklahoma,2644,44
US,Oklahoma,864,15
US,Oklahoma,25271,373
US,Oklahoma,6078,127
US,Oklahoma,10587,102
US,Oklahoma,10915,193
US,Oklahoma,5983,54
US,Oklahoma,1509,31
US,Oklahoma,168883,2072
US,Oklahoma,161,1540
US,Oklahoma,21529,261
US,Oklahoma,12631,242
US,Oklahoma,2622,47
US,Oklahoma,2346,37
US,Oklahoma,5151,72
US,Oregon,3200,46
US,Oregon,14946,64
US,Oregon,59482,549
US,Oregon,4545,38
US,Oregon,7499,76
US,Oregon,10557,145
US,Oregon,6019,77
US,Oregon,3311,45
US,Oregon,45531,254
US,Oregon,19599,373
US,Oregon,283,5
US,Oregon,1609,18
US,Oregon,1594,37
US,Oregon,3506,42
US,Oregon,42356,500
US,Oregon,7178,85
US,Oregon,16178,315
US,Oregon,14012,200
US,Oregon,1388,25
US,Oregon,56677,480
US,Oregon,6969,78
US,Oregon,26253,239
US,Oregon,8190,101
US,Oregon,68578,673
US,Oregon,2946,32
US,Oregon,111747,1098
US,Oregon,15164,127
US,Oregon,316,4
US,Oregon,3606,58
US,Oregon,22270,205
US,Oregon,0,0
US,Oregon,5007,74
US,Oregon,1241,15
US,Oregon,5086,57
US,Oregon,84650,531
US,Oregon,243,3
US,Oregon,17626,200
US,Pennsylvania,24621,356
US,Pennsylvania,261957,3258
US,Pennsylvania,15181,337
US,Pennsylvania,39950,716
US,Pennsylvania,10926,271
US,Pennsylvania,101857,1582
US,Pennsylvania,29525,601
US,Pennsylvania,14940,196
US,Pennsylvania,122297,1855
US,Pennsylvania,44221,716
US,Pennsylvania,34410,712
US,Pennsylvania,813,19
US,Pennsylvania,15779,287
US,Pennsylvania,34902,345
US,Pennsylvania,90979,1129
US,Pennsylvania,8192,199
US,Pennsylvania,19168,332
US,Pennsylvania,9001,124
US,Pennsylvania,14969,242
US,Pennsylvania,19699,310
US,Pennsylvania,50689,874
US,Pennsylvania,58887,944
US,Pennsylvania,109163,1846
US,Pennsylvania,7095,97
US,Pennsylvania,56771,741
US,Pennsylvania,30845,656
US,Pennsylvania,2235,35
US,Pennsylvania,40170,677
US,Pennsylvania,4101,65
US,Pennsylvania,8395,100
US,Pennsylvania,11454,240
US,Pennsylvania,17317,348
US,Pennsylvania,8939,223
US,Pennsylvania,4754,174
US,Pennsylvania,43083,737
US,Pennsylvania,120442,1868
US,Pennsylvania,18822,408
US,Pennsylvania,36391,505
US,Pennsylvania,88994,1228
US,Pennsylvania,73138,1323
US,Pennsylvania,28308,507
US,Pennsylvania,8128,138
US,Pennsylvania,23236,493
US,Pennsylvania,12234,274
US,Pennsylvania,36738,514
US,Pennsylvania,150568,2289
US,Pennsylvania,4492,91
US,Pennsylvania,79039,1077
US,Pennsylvania,22719,526
US,Pennsylvania,8803,181
US,Pennsylvania,306006,5019
US,Pennsylvania,9960,93
US,Pennsylvania,3144,91
US,Pennsylvania,34300,662
US,Pennsylvania,8080,154
US,Pennsylvania,18638,396
US,Pennsylvania,1046,36
US,Pennsylvania,7681,107
US,Pennsylvania,7921,190
US,Pennsylvania,0,0
US,Pennsylvania,11649,151
US,Pennsylvania,11207,234
US,Pennsylvania,7277,207
US,Pennsylvania,50546,639
US,Pennsylvania,10040,167
US,Pennsylvania,79316,1353
US,Pennsylvania,5049,103
US,Pennsylvania,118139,1466
US,Puerto Rico,2098,0
US,Puerto Rico,5787,0
US,Puerto Rico,6601,0
US,Puerto Rico,3704,0
US,Puerto Rico,3323,0
US,Puerto Rico,3271,0
US,Puerto Rico,11679,0
US,Puerto Rico,1660,0
US,Puerto Rico,2977,0
US,Puerto Rico,4203,0
US,Puerto Rico,30754,0
US,Puerto Rico,4569,0
US,Puerto Rico,19811,0
US,Puerto Rico,4378,0
US,Puerto Rico,5867,0
US,Puerto Rico,25458,0
US,Puerto Rico,3722,0
US,Puerto Rico,5299,0
US,Puerto Rico,1214,0
US,Puerto Rico,2325,0
US,Puerto Rico,5236,0
US,Puerto Rico,4075,0
US,Puerto Rico,2578,0
US,Puerto Rico,5492,0
US,Puerto Rico,157,0
US,Puerto Rico,5918,0
US,Puerto Rico,4022,0
US,Puerto Rico,2094,0
US,Puerto Rico,1318,0
US,Puerto Rico,4266,0
US,Puerto Rico,1807,0
US,Puerto Rico,13885,0
US,Puerto Rico,6701,0
US,Puerto Rico,4798,0
US,Puerto Rico,1679,0
US,Puerto Rico,7005,0
US,Puerto Rico,6210,0
US,Puerto Rico,1867,0
US,Puerto Rico,5445,0
US,Puerto Rico,5688,0
US,Puerto Rico,2268,0
US,Puerto Rico,3290,0
US,Puerto Rico,989,0
US,Puerto Rico,4799,0
US,Puerto Rico,2954,0
US,Puerto Rico,2270,0
US,Puerto Rico,5362,0
US,Puerto Rico,502,0
US,Puerto Rico,1233,0
US,Puerto Rico,8867,0
US,Puerto Rico,5376,0
US,Puerto Rico,4211,0
US,Puerto Rico,3104,0
US,Puerto Rico,4453,0
US,Puerto Rico,2613,0
US,Puerto Rico,434,0
US,Puerto Rico,1819,0
US,Puerto Rico,2106,0
US,Puerto Rico,16467,0
US,Puerto Rico,3499,0
US,Puerto Rico,2007,0
US,Puerto Rico,6836,0
US,Puerto Rico,2065,0
US,Puerto Rico,2912,0
US,Puerto Rico,3226,0
US,Puerto Rico,54933,0
US,Puerto Rico,4941,0
US,Puerto Rico,5392,0
US,Puerto Rico,2269,0
US,Puerto Rico,10826,0
US,Puerto Rico,11475,0
US,Puerto Rico,8987,0
US,Puerto Rico,15515,4150
US,Puerto Rico,3048,0
US,Puerto Rico,5540,0
US,Puerto Rico,9615,0
US,Puerto Rico,625,0
US,Puerto Rico,2796,0
US,Puerto Rico,3937,0
US,Puerto Rico,3700,0
US,Recovered,0,0
US,Rhode Island,13228,166
US,Rhode Island,47562,492
US,Rhode Island,19548,81
US,Rhode Island,217616,2453
US,Rhode Island,28318,10
US,Rhode Island,31530,219
US,South Carolina,6619,69
US,South Carolina,41264,434
US,South Carolina,2074,24
US,South Carolina,57616,965
US,South Carolina,3408,74
US,South Carolina,5803,100
US,South Carolina,42877,372
US,South Carolina,51560,438
US,South Carolina,2772,61
US,South Carolina,111200,913
US,South Carolina,14515,311
US,South Carolina,10085,145
US,South Carolina,11751,186
US,South Carolina,8695,157
US,South Carolina,8818,217
US,South Carolina,18859,302
US,South Carolina,9688,141
US,South Carolina,55745,484
US,South Carolina,6728,69
US,South Carolina,5966,105
US,South Carolina,41630,620
US,South Carolina,15778,221
US,South Carolina,171604,1941
US,South Carolina,22457,296
US,South Carolina,4996,84
US,South Carolina,95972,1130
US,South Carolina,5881,93
US,South Carolina,21369,249
US,South Carolina,24993,276
US,South Carolina,18554,290
US,South Carolina,4234,93
US,South Carolina,95417,849
US,South Carolina,8519,161
US,South Carolina,7840,104
US,South Carolina,2220,38
US,South Carolina,13241,187
US,South Carolina,24104,333
US,South Carolina,23244,412
US,South Carolina,45678,606
US,South Carolina,122003,920
US,South Carolina,3948,74
US,South Carolina,94189,1521
US,South Carolina,27729,383
US,South Carolina,0,0
US,South Carolina,7629,146
US,South Carolina,8520,144
US,South Carolina,77335,634
US,South Dakota,767,17
US,South Dakota,4573,57
US,South Dakota,785,14
US,South Dakota,2289,38
US,South Dakota,8078,51
US,South Dakota,10251,120
US,South Dakota,1409,20
US,South Dakota,618,18
US,South Dakota,2730,44
US,South Dakota,265,7
US,South Dakota,2923,34
US,South Dakota,786,9
US,South Dakota,3479,21
US,South Dakota,8377,99
US,South Dakota,1061,17
US,South Dakota,2017,23
US,South Dakota,5849,77
US,South Dakota,1270,35
US,South Dakota,1034,12
US,South Dakota,3130,40
US,South Dakota,682,16
US,South Dakota,936,16
US,South Dakota,1799,39
US,South Dakota,562,16
US,South Dakota,2031,50
US,South Dakota,1064,34
US,South Dakota,450,12
US,South Dakota,1497,41
US,South Dakota,560,11
US,South Dakota,652,6
US,South Dakota,200,3
US,South Dakota,4295,57
US,South Dakota,1727,36
US,South Dakota,306,8
US,South Dakota,628,21
US,South Dakota,414,20
US,South Dakota,177,2
US,South Dakota,1309,21
US,South Dakota,2322,27
US,South Dakota,6551,82
US,South Dakota,15463,100
US,South Dakota,1203,12
US,South Dakota,781,13
US,South Dakota,1341,31
US,South Dakota,425,9
US,South Dakota,6986,62
US,South Dakota,524,7
US,South Dakota,454,13
US,South Dakota,56909,505
US,South Dakota,1373,28
US,South Dakota,3907,60
US,South Dakota,32559,335
US,South Dakota,680,18
US,South Dakota,699,7
US,South Dakota,2417,51
US,South Dakota,573,6
US,South Dakota,1406,35
US,South Dakota,633,6
US,South Dakota,245,3
US,South Dakota,2960,50
US,South Dakota,1377,24
US,South Dakota,1958,62
US,South Dakota,0,0
US,South Dakota,3999,52
US,South Dakota,1309,25
US,South Dakota,5902,57
US,South Dakota,666,11
US,Tennessee,21942,312
US,Tennessee,14906,221
US,Tennessee,4453,90
US,Tennessee,4645,53
US,Tennessee,38940,399
US,Tennessee,33031,387
US,Tennessee,12010,153
US,Tennessee,4170,56
US,Tennessee,8914,150
US,Tennessee,16377,316
US,Tennessee,10876,117
US,Tennessee,5768,93
US,Tennessee,9027,167
US,Tennessee,2219,47
US,Tennessee,11508,201
US,Tennessee,16894,250
US,Tennessee,5150,82
US,Tennessee,16042,310
US,Tennessee,189938,1601
US,Tennessee,6268,97
US,Tennessee,3715,64
US,Tennessee,15826,235
US,Tennessee,12720,192
US,Tennessee,11387,171
US,Tennessee,5681,117
US,Tennessee,12802,165
US,Tennessee,17286,252
US,Tennessee,9382,172
US,Tennessee,6747,103
US,Tennessee,21952,353
US,Tennessee,3974,69
US,Tennessee,19651,345
US,Tennessee,99176,1082
US,Tennessee,1998,32
US,Tennessee,7550,113
US,Tennessee,8695,137
US,Tennessee,16546,291
US,Tennessee,6131,97
US,Tennessee,9035,147
US,Tennessee,8221,148
US,Tennessee,6808,104
US,Tennessee,2667,59
US,Tennessee,4834,69
US,Tennessee,3199,60
US,Tennessee,15650,255
US,Tennessee,5131,87
US,Tennessee,126782,1300
US,Tennessee,2733,40
US,Tennessee,7713,98
US,Tennessee,14241,187
US,Tennessee,3567,50
US,Tennessee,9949,156
US,Tennessee,14363,186
US,Tennessee,8405,138
US,Tennessee,29657,411
US,Tennessee,8810,124
US,Tennessee,10334,116
US,Tennessee,28815,320
US,Tennessee,16630,240
US,Tennessee,7608,113
US,Tennessee,3347,54
US,Tennessee,14442,217
US,Tennessee,49919,550
US,Tennessee,2235,39
US,Tennessee,6145,78
US,Tennessee,10742,179
US,Tennessee,48560,254
US,Tennessee,7139,120
US,Tennessee,2327,48
US,Tennessee,1763,31
US,Tennessee,4711,65
US,Tennessee,25037,295
US,Tennessee,9936,148
US,Tennessee,15712,225
US,Tennessee,21471,290
US,Tennessee,95362,865
US,Tennessee,8987,111
US,Tennessee,4194,66
US,Tennessee,30156,393
US,Tennessee,234638,3178
US,Tennessee,6154,76
US,Tennessee,3280,52
US,Tennessee,45533,669
US,Tennessee,52955,687
US,Tennessee,17564,221
US,Tennessee,4206,45
US,Tennessee,39533,562
US,Tennessee,5138,90
US,Tennessee,5382,70
US,Tennessee,1845,46
US,Tennessee,12970,167
US,Tennessee,38342,469
US,Tennessee,5672,60
US,Tennessee,9474,138
US,Tennessee,8216,126
US,Tennessee,61684,386
US,Tennessee,41449,465
US,Texas,9520,232
US,Texas,3790,71
US,Texas,15265,474
US,Texas,4064,80
US,Texas,2118,28
US,Texas,507,9
US,Texas,13374,230
US,Texas,5625,71
US,Texas,1400,38
US,Texas,3557,74
US,Texas,21627,229
US,Texas,809,32
US,Texas,8193,151
US,Texas,66624,874
US,Texas,549978,5999
US,Texas,2513,34
US,Texas,95,2
US,Texas,4031,70
US,Texas,19933,419
US,Texas,92929,975
US,Texas,59801,405
US,Texas,1054,27
US,Texas,449,8
US,Texas,1607,51
US,Texas,11026,225
US,Texas,4995,66
US,Texas,10750,165
US,Texas,14109,173
US,Texas,5674,48
US,Texas,2788,72
US,Texas,99685,2006
US,Texas,2826,73
US,Texas,1499,34
US,Texas,7146,191
US,Texas,2262,46
US,Texas,10277,69
US,Texas,7927,250
US,Texas,2593,30
US,Texas,2049,32
US,Texas,876,23
US,Texas,832,19
US,Texas,1617,69
US,Texas,206252,1466
US,Texas,691,16
US,Texas,3749,61
US,Texas,32994,540
US,Texas,3153,78
US,Texas,1070,11
US,Texas,7204,130
US,Texas,17147,209
US,Texas,281,9
US,Texas,1267,24
US,Texas,984,19
US,Texas,1849,45
US,Texas,508,14
US,Texas,2129,40
US,Texas,567107,6595
US,Texas,2797,93
US,Texas,6429,96
US,Texas,4615,111
US,Texas,1797,25
US,Texas,177328,1325
US,Texas,427,16
US,Texas,5738,51
US,Texas,1079,26
US,Texas,3318,68
US,Texas,2780,112
US,Texas,37029,688
US,Texas,465,11
US,Texas,206601,3685
US,Texas,48505,573
US,Texas,8637,123
US,Texas,3739,63
US,Texas,6795,182
US,Texas,4745,101
US,Texas,605,24
US,Texas,1933,48
US,Texas,199,11
US,Texas,178496,1208
US,Texas,2150,40
US,Texas,3851,82
US,Texas,5698,92
US,Texas,1958,83
US,Texas,95093,837
US,Texas,1239,27
US,Texas,5306,107
US,Texas,197,3
US,Texas,1188,32
US,Texas,4706,95
US,Texas,6113,122
US,Texas,27038,622
US,Texas,23074,662
US,Texas,8428,119
US,Texas,37612,395
US,Texas,6526,241
US,Texas,1074,23
US,Texas,1958,32
US,Texas,1910,29
US,Texas,555,19
US,Texas,12007,248
US,Texas,996137,10777
US,Texas,13197,223
US,Texas,1346,3
US,Texas,891,39
US,Texas,59751,492
US,Texas,1201,7
US,Texas,15343,417
US,Texas,197608,3846
US,Texas,8841,191
US,Texas,7621,159
US,Texas,13306,267
US,Texas,7192,177
US,Texas,4062,107
US,Texas,6694,179
US,Texas,982,16
US,Texas,15707,357
US,Texas,6632,134
US,Texas,438,3
US,Texas,1499,28
US,Texas,3227,59
US,Texas,6062,183
US,Texas,221,9
US,Texas,45133,816
US,Texas,2602,22
US,Texas,11098,205
US,Texas,42190,721
US,Texas,4521,90
US,Texas,5541,68
US,Texas,35060,526
US,Texas,8080,117
US,Texas,82,2
US,Texas,202,4
US,Texas,9516,180
US,Texas,679,15
US,Texas,41,0
US,Texas,736,10
US,Texas,7147,144
US,Texas,491,24
US,Texas,2330,47
US,Texas,9566,251
US,Texas,4298,122
US,Texas,5508,89
US,Texas,4174,115
US,Texas,4225,60
US,Texas,3693,91
US,Texas,17616,398
US,Texas,5068,122
US,Texas,661,16
US,Texas,2135,41
US,Texas,3860,97
US,Texas,166,1
US,Texas,93213,1303
US,Texas,1458,38
US,Texas,3696,53
US,Texas,1672,59
US,Texas,1173,26
US,Texas,779,12
US,Texas,8242,174
US,Texas,20693,458
US,Texas,1282,46
US,Texas,56837,892
US,Texas,168,9
US,Texas,10086,195
US,Texas,511,12
US,Texas,38217,491
US,Texas,4909,100
US,Texas,1469,34
US,Texas,1861,47
US,Texas,4630,122
US,Texas,135908,1273
US,Texas,5504,110
US,Texas,2501,70
US,Texas,271,13
US,Texas,12140,255
US,Texas,12411,217
US,Texas,1359,59
US,Texas,3051,98
US,Texas,98517,1472
US,Texas,2289,48
US,Texas,549,6
US,Texas,14911,347
US,Texas,7009,152
US,Texas,4538,129
US,Texas,34054,440
US,Texas,2325,52
US,Texas,2649,70
US,Texas,7791,247
US,Texas,35282,692
US,Texas,965,36
US,Texas,1829,57
US,Texas,27222,481
US,Texas,856,14
US,Texas,806,24
US,Texas,2281,64
US,Texas,4589,73
